HG00097	illumina	s3://human-pangenomics/working/HPRC/HG00097/raw_data/Illumina/child/HG00097.final.cram	no
HG00097	ont	s3://human-pangenomics/working/HPRC/HG00097/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/10_31_23_R1041_HPRC_HG00097_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	yes
HG00097	pacbio	s3://human-pangenomics/working/HPRC/HG00097/raw_data/PacBio_HiFi/m84046_230718_223822_s1.hifi_reads.bc2086.bam	yes
HG00126	illumina	s3://human-pangenomics/working/HPRC/HG00126/raw_data/Illumina/child/HG00126.final.cram	no
HG00126	ont	s3://human-pangenomics/working/HPRC/HG00126/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/08_29_23_R1041_HPRC_HG00126_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	yes
HG00126	pacbio	s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230621_234848_s2.hifi_reads.bc2043.bam	yes
HG00128	illumina	s3://human-pangenomics/working/HPRC/HG00128/raw_data/Illumina/child/HG00128.final.cram	no
HG00128	ont	s3://human-pangenomics/working/HPRC/HG00128/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/11_7_23_R1041_HPRC_HG00128_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	yes
HG00128	pacbio	s3://human-pangenomics/working/HPRC/HG00128/raw_data/PacBio_HiFi/m84046_230630_233157_s3.bc2069--bc2069.bam	yes
HG00133	illumina	s3://human-pangenomics/working/HPRC/HG00133/raw_data/Illumina/child/HG00133.final.cram	no
HG00133	ont	s3://human-pangenomics/working/HPRC/HG00133/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/08_29_23_R1041_HPRC_HG00133_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	yes
HG00133	pacbio	s3://human-pangenomics/working/HPRC/HG00133/raw_data/PacBio_HiFi/m84046_230621_234848_s2.hifi_reads.bc2045.bam	yes
HG00146	illumina	s3://human-pangenomics/working/HPRC/HG00146/raw_data/Illumina/child/HG00146.final.cram	no
HG00146	ont	s3://human-pangenomics/working/HPRC/HG00146/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/01_23_24_R1041_HPRC_HG00146_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	yes
HG00146	pacbio	s3://human-pangenomics/working/HPRC/HG00146/raw_data/PacBio_HiFi/m84081_230616_182824_s3.hifi_reads.bc2013.bam	yes
HG00232	illumina	s3://human-pangenomics/working/HPRC/HG00232/raw_data/Illumina/child/HG00232.final.cram	no
HG00232	ont	s3://human-pangenomics/working/HPRC/HG00232/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/01_23_24_R1041_HPRC_HG00232_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	yes
HG00232	pacbio	s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230623_205201_s2.hifi_reads.bc2014.bam	yes
HG00235	illumina	s3://human-pangenomics/working/HPRC/HG00235/raw_data/Illumina/child/HG00235.final.cram	no
HG00235	ont	s3://human-pangenomics/working/HPRC/HG00235/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/01_16_24_R1041_HPRC_HG00235_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	yes
HG00235	pacbio	s3://human-pangenomics/working/HPRC/HG00235/raw_data/PacBio_HiFi/m84091_230724_170222_s4.hifi_reads.bc1008.bam	yes
HG00253	illumina	s3://human-pangenomics/working/HPRC/HG00253/raw_data/Illumina/child/HG00253.final.cram	no
HG00253	ont	s3://human-pangenomics/working/HPRC/HG00253/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/01_16_24_R1041_HPRC_HG00253_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	yes
HG00253	pacbio	s3://human-pangenomics/working/HPRC/HG00253/raw_data/PacBio_HiFi/m84091_230721_134835_s1.hifi_reads.bc1003.bam	yes
HG00272	illumina	s3://human-pangenomics/working/HPRC/HG00272/raw_data/Illumina/child/HG00272.final.cram	no
HG00272	ont	s3://human-pangenomics/working/HPRC/HG00272/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/08_08_23_R1041_HPRC_HG00272_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	yes
HG00272	pacbio	s3://human-pangenomics/working/HPRC/HG00272/raw_data/PacBio_HiFi/m84046_230719_001055_s4.hifi_reads.bc2087.bam	yes
HG00290	illumina	s3://human-pangenomics/working/HPRC/HG00290/raw_data/Illumina/child/HG00290.final.cram	no
HG00290	ont	s3://human-pangenomics/working/HPRC/HG00290/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/01_23_24_R1041_HPRC_HG00290_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	yes
HG00290	pacbio	s3://human-pangenomics/working/HPRC/HG00290/raw_data/PacBio_HiFi/m84046_230627_204123_s2.hifi_reads.bc2052.bam	yes
HG00320	illumina	s3://human-pangenomics/working/HPRC/HG00320/raw_data/Illumina/child/HG00320.final.cram	no
HG00320	ont	s3://human-pangenomics/working/HPRC/HG00320/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_HG00320_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	yes
HG00320	pacbio	s3://human-pangenomics/working/HPRC/HG00320/raw_data/PacBio_HiFi/m84081_230610_205536_s4.hifi_reads.bc2011.bam	yes
HG00321	illumina	s3://human-pangenomics/working/HPRC/HG00321/raw_data/Illumina/child/HG00321.final.cram	no
HG00321	ont	s3://human-pangenomics/working/HPRC/HG00321/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/01_16_24_R1041_HPRC_HG00321_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	yes
HG00321	pacbio	s3://human-pangenomics/working/HPRC/HG00321/raw_data/PacBio_HiFi/m84081_230623_212309_s3.hifi_reads.bc2015.bam	yes
HG00329	illumina	s3://human-pangenomics/working/HPRC/HG00329/raw_data/Illumina/child/HG00329.final.cram	no
HG00329	ont	s3://human-pangenomics/working/HPRC/HG00329/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/10_24_23_R1041_HPRC_HG00329_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	yes
HG00329	pacbio	s3://human-pangenomics/working/HPRC/HG00329/raw_data/PacBio_HiFi/m84091_230712_173338_s3.hifi_reads.bc1019.bam	yes
HG00344	illumina	s3://human-pangenomics/working/HPRC/HG00344/raw_data/Illumina/child/HG00344.final.cram	no
